id,type1simline,type2simline,type3simline,type1simtok,type2simtok,type3simtok,fragment1,path,startline,endline,lines,prettylines,tokens,functions_intersected,unmatched_braces,fragment2,path,startline,endline,lines,prettylines,tokens,functions_intersected,unmatched_braces
24259542,,,,1,1,1,681645,pdfsam-simple-split/src/main/java/org/pdfsam/split/SplitAfterRadioButton.java,104,111,8,,58,0,1,681646,pdfsam-simple-split/src/main/java/org/pdfsam/split/SplitByEveryRadioButton.java,107,114,8,,58,0,1
24259544,,,,1,1,1,681645,pdfsam-simple-split/src/main/java/org/pdfsam/split/SplitAfterRadioButton.java,104,111,8,,58,0,1,681648,pdfsam-split-by-size/src/main/java/org/pdfsam/splitbysize/SplitBySizeParametersBuilder.java,43,50,8,,58,1,1
27364749,,,,0.90411,0.958904,0.958904,833919,pdfsam-extract/src/main/java/org/pdfsam/extract/ExtractModule.java,96,106,11,,70,1,0,833956,pdfsam-split-by-bookmarks/src/main/java/org/pdfsam/splitbybookmarks/SplitByBookmarksModule.java,120,130,11,,73,0,0
21512802,,,,0.536232,0.565217,0.565217,495235,pdfsam-split-by-size/src/main/java/org/pdfsam/splitbysize/SplitBySizeModule.java,83,90,8,,69,1,0,495236,pdfsam-alternate-mix/src/main/java/org/pdfsam/alternatemix/AlternateMixModule.java,75,80,6,,39,1,0
27364744,,,,0.865854,0.878049,0.878049,833901,pdfsam-split-by-bookmarks/src/main/java/org/pdfsam/splitbybookmarks/SplitByBookmarksModule.java,177,190,14,,72,0,3,833915,pdfsam-extract/src/main/java/org/pdfsam/extract/ExtractModule.java,167,181,15,,82,1,3
27364769,,,,0.76087,0.858696,0.858696,833975,pdfsam-core/src/main/java/org/pdfsam/task/PdfRotationInput.java,89,101,13,,92,0,0,833976,pdfsam-core/src/main/java/org/pdfsam/support/LocaleKeyValueItem.java,61,73,13,,84,2,0
27364751,,,,0.8875,0.9,0.9,833901,pdfsam-split-by-bookmarks/src/main/java/org/pdfsam/splitbybookmarks/SplitByBookmarksModule.java,177,190,14,,72,0,3,833914,pdfsam-rotate/src/main/java/org/pdfsam/rotate/RotateModule.java,159,173,15,,80,1,3
27364737,,,,0.875,0.9,0.9,833901,pdfsam-split-by-bookmarks/src/main/java/org/pdfsam/splitbybookmarks/SplitByBookmarksModule.java,177,190,14,,72,0,3,833916,pdfsam-merge/src/main/java/org/pdfsam/merge/MergeModule.java,146,159,14,,80,1,3
27364729,,,,0.803279,0.918033,0.918033,833929,pdfsam-split-by-size/src/main/java/org/pdfsam/splitbysize/SplitBySizeModule.java,94,106,13,,57,1,1,833930,pdfsam-simple-split/src/main/java/org/pdfsam/split/SplitModule.java,105,117,13,,61,0,1
24259582,,,,0.968254,1,1,681699,pdfsam-simple-split/src/main/java/org/pdfsam/split/SplitAfterRadioButton.java,79,81,3,,63,0,1,681700,pdfsam-simple-split/src/main/java/org/pdfsam/split/SplitByEveryRadioButton.java,77,79,3,,63,0,1
21512824,,,,0.672897,0.831776,0.831776,495208,pdfsam-core/src/main/java/org/pdfsam/ui/StageStatus.java,132,142,11,,107,1,0,495245,pdfsam-core/src/main/java/org/pdfsam/task/BulkRotateParameters.java,89,99,11,,89,1,0
21512773,,,,0.560748,0.607477,0.607477,495208,pdfsam-core/src/main/java/org/pdfsam/ui/StageStatus.java,132,142,11,,107,1,0,495209,pdfsam-core/src/main/java/org/pdfsam/support/LocaleKeyValueItem.java,65,74,10,,65,1,0
21512819,,,,0.542056,0.588785,0.588785,495208,pdfsam-core/src/main/java/org/pdfsam/ui/StageStatus.java,132,142,11,,107,1,0,495243,pdfsam-core/src/main/java/org/pdfsam/support/KeyStringValueItem.java,87,96,10,,69,1,0
24259556,,,,0.967391,1,1,681664,pdfsam-service/src/main/java/org/pdfsam/module/StatefulPreferencesUsageService.java,54,58,5,,92,0,0,681665,pdfsam-service/src/main/java/org/pdfsam/module/StatefulPreferencesUsageService.java,61,65,5,,92,0,0
27364739,,,,0.703704,0.753086,0.753086,833932,pdfsam-merge/src/main/java/org/pdfsam/merge/MergeModule.java,79,92,14,,62,2,0,833944,pdfsam-simple-split/src/main/java/org/pdfsam/split/SplitModule.java,91,104,14,,81,0,0
27364758,,,,0.855422,0.891566,0.891566,833961,pdfsam-simple-split/src/main/java/org/pdfsam/split/SplitModule.java,127,140,14,,83,0,0,833962,pdfsam-split-by-bookmarks/src/main/java/org/pdfsam/splitbybookmarks/SplitByBookmarksModule.java,127,139,13,,77,0,0
21512833,,,,0.979592,1,1,495223,pdfsam-rotate/src/main/java/org/pdfsam/rotate/RotateModule.java,103,109,7,,49,1,0,495224,pdfsam-extract/src/main/java/org/pdfsam/extract/ExtractModule.java,107,113,7,,49,1,0
24259557,,,,0.652632,0.652632,0.652632,681666,pdfsam-service/src/main/java/org/pdfsam/ui/WorkspaceController.java,66,70,5,,95,0,1,681667,pdfsam-service/src/main/java/org/pdfsam/ui/WorkspaceController.java,91,93,3,,63,0,1
24061989,,,,1,1,1,597374,pdfsam-fx/src/main/java/org/pdfsam/ui/selection/multiple/PageRangesColumn.java,69,77,9,,55,0,1,597375,pdfsam-fx/src/main/java/org/pdfsam/ui/selection/multiple/PaceColumn.java,60,68,9,,55,0,1
21512808,,,,0.693878,0.857143,0.857143,495223,pdfsam-rotate/src/main/java/org/pdfsam/rotate/RotateModule.java,103,109,7,,49,1,0,495225,pdfsam-merge/src/main/java/org/pdfsam/merge/MergeModule.java,96,101,6,,42,1,0
24259558,,,,0.952941,0.964706,0.964706,681668,pdfsam-simple-split/src/main/java/org/pdfsam/split/SplitAfterPredefinedSetOfPagesRadioButton.java,99,109,11,,85,0,1,681669,pdfsam-simple-split/src/main/java/org/pdfsam/split/SplitAfterRadioButton.java,101,111,11,,83,0,1
24259559,,,,0.964706,1,1,681668,pdfsam-simple-split/src/main/java/org/pdfsam/split/SplitAfterPredefinedSetOfPagesRadioButton.java,99,109,11,,85,0,1,681670,pdfsam-simple-split/src/main/java/org/pdfsam/split/SplitByEveryRadioButton.java,104,114,11,,85,0,1
24259560,,,,0.964706,1,1,681668,pdfsam-simple-split/src/main/java/org/pdfsam/split/SplitAfterPredefinedSetOfPagesRadioButton.java,99,109,11,,85,0,1,681671,pdfsam-split-by-size/src/main/java/org/pdfsam/splitbysize/SplitBySizeParametersBuilder.java,40,50,11,,85,1,1
24259594,,,,0.797101,0.826087,0.826087,681712,pdfsam-fx/src/main/java/org/pdfsam/ui/selection/multiple/SelectionTable.java,214,224,11,,138,0,0,681713,pdfsam-fx/src/main/java/org/pdfsam/ui/selection/single/SingleSelectionPane.java,277,286,10,,118,0,0
24259528,,,,1,1,1,681630,pdfsam-split-by-bookmarks/src/main/java/org/pdfsam/splitbybookmarks/SplitByBookmarksModule.java,131,138,8,,62,0,1,681631,pdfsam-split-by-size/src/main/java/org/pdfsam/splitbysize/SplitBySizeModule.java,127,134,8,,62,1,1
24259587,,,,0.974026,1,1,681704,pdfsam-fx/src/main/java/org/pdfsam/ui/commons/Animations.java,56,59,4,,77,1,0,681706,pdfsam-fx/src/main/java/org/pdfsam/ui/commons/Animations.java,68,71,4,,77,1,0
24259586,,,,0.974026,1,1,681704,pdfsam-fx/src/main/java/org/pdfsam/ui/commons/Animations.java,56,59,4,,77,1,0,681705,pdfsam-fx/src/main/java/org/pdfsam/ui/commons/Animations.java,62,65,4,,77,1,0
24259588,,,,0.961039,1,1,681704,pdfsam-fx/src/main/java/org/pdfsam/ui/commons/Animations.java,56,59,4,,77,1,0,681707,pdfsam-fx/src/main/java/org/pdfsam/ui/commons/Animations.java,74,77,4,,77,1,0
27364793,,,,0.914634,0.987805,0.987805,834009,pdfsam-fx/src/main/java/org/pdfsam/ui/selection/PasswordFieldPopupSkin.java,31,46,16,,81,1,2,834010,pdfsam-fx/src/main/java/org/pdfsam/ui/help/HelpPopupSkin.java,32,47,16,,82,0,2
24259589,,,,0.974026,1,1,681705,pdfsam-fx/src/main/java/org/pdfsam/ui/commons/Animations.java,62,65,4,,77,1,0,681706,pdfsam-fx/src/main/java/org/pdfsam/ui/commons/Animations.java,68,71,4,,77,1,0
27364730,,,,0.823529,0.897059,0.897059,833931,pdfsam-split-by-size/src/main/java/org/pdfsam/splitbysize/SplitBySizeModule.java,89,102,14,,68,2,0,833932,pdfsam-merge/src/main/java/org/pdfsam/merge/MergeModule.java,79,92,14,,62,2,0
24259590,,,,0.961039,1,1,681705,pdfsam-fx/src/main/java/org/pdfsam/ui/commons/Animations.java,62,65,4,,77,1,0,681707,pdfsam-fx/src/main/java/org/pdfsam/ui/commons/Animations.java,74,77,4,,77,1,0
28820978,,,,0.743902,0.780488,0.780488,495260,pdfsam-fx/src/main/java/org/pdfsam/ui/io/BrowsablePdfInputField.java,52,59,8,,82,1,0,1276740,pdfsam-fx/src/main/java/org/pdfsam/ui/selection/single/TaskParametersBuilderSingleSelectionPane.java,44,51,8,,72,1,0
21512851,,,,0.951219,1,1,495260,pdfsam-fx/src/main/java/org/pdfsam/ui/io/BrowsablePdfInputField.java,52,59,8,,82,1,0,495261,pdfsam-fx/src/main/java/org/pdfsam/ui/io/BrowsablePdfOutputField.java,47,54,8,,82,1,0
27364718,,,,0.968504,0.976378,0.976378,833911,pdfsam-split-by-size/src/main/java/org/pdfsam/splitbysize/SplitBySizeModule.java,160,181,22,,124,1,3,833913,pdfsam-simple-split/src/main/java/org/pdfsam/split/SplitModule.java,162,183,22,,127,0,3
27364717,,,,0.968504,0.976378,0.976378,833911,pdfsam-split-by-size/src/main/java/org/pdfsam/splitbysize/SplitBySizeModule.java,160,181,22,,124,1,3,833912,pdfsam-split-by-bookmarks/src/main/java/org/pdfsam/splitbybookmarks/SplitByBookmarksModule.java,169,190,22,,127,0,3
24259585,,,,0.930435,0.973913,0.973913,681702,pdfsam-gui/src/main/java/org/pdfsam/ui/info/InfoStage.java,49,58,10,,112,1,1,681703,pdfsam-gui/src/main/java/org/pdfsam/ui/log/LogStage.java,55,64,10,,115,0,1
21512771,,,,0.428571,0.734694,0.734694,495205,pdfsam-fx/src/main/java/org/pdfsam/ui/notification/AddNotificationRequestEvent.java,35,41,7,,46,1,0,495206,pdfsam-core/src/main/java/org/pdfsam/ui/StageStatus.java,72,78,7,,49,1,0
21512783,,,,0.54717,0.867925,0.867925,495205,pdfsam-fx/src/main/java/org/pdfsam/ui/notification/AddNotificationRequestEvent.java,35,41,7,,46,1,0,495222,pdfsam-community/src/main/java/org/pdfsam/community/PdfsamCommunity.java,38,45,8,,53,1,0
21512775,,,,0.5,0.804348,0.804348,495205,pdfsam-fx/src/main/java/org/pdfsam/ui/notification/AddNotificationRequestEvent.java,35,41,7,,46,1,0,495212,pdfsam-fx/src/main/java/org/pdfsam/ui/selection/ShowPasswordFieldPopupRequest.java,37,42,6,,37,1,0
21512794,,,,0.586957,0.978261,0.978261,495205,pdfsam-fx/src/main/java/org/pdfsam/ui/notification/AddNotificationRequestEvent.java,35,41,7,,46,1,0,495232,pdfsam-gui/src/main/java/org/pdfsam/ui/dashboard/preference/PreferenceSetterOnValidState.java,44,50,7,,45,1,0
21512836,,,,0.509804,0.764706,0.764706,495205,pdfsam-fx/src/main/java/org/pdfsam/ui/notification/AddNotificationRequestEvent.java,35,41,7,,46,1,0,495214,pdfsam-gui/src/main/java/org/pdfsam/sound/PlaySoundController.java,47,54,8,,51,1,0
21512850,,,,0.521739,0.804348,0.804348,495205,pdfsam-fx/src/main/java/org/pdfsam/ui/notification/AddNotificationRequestEvent.java,35,41,7,,46,1,0,495213,pdfsam-core/src/main/java/org/pdfsam/module/TaskExecutionRequestEvent.java,43,48,6,,40,1,0
21512835,,,,0.347826,0.608696,0.608696,495205,pdfsam-fx/src/main/java/org/pdfsam/ui/notification/AddNotificationRequestEvent.java,35,41,7,,46,1,0,495207,pdfsam-gui/src/main/java/org/pdfsam/ui/notification/NotificationsController.java,68,74,7,,38,1,0
27364779,,,,0.818182,0.87013,0.87013,833992,pdfsam-fx/src/main/java/org/pdfsam/ui/selection/multiple/SelectionTable.java,334,345,12,,77,0,0,833993,pdfsam-fx/src/main/java/org/pdfsam/ui/io/BrowsableFileField.java,132,143,12,,72,0,1
27364714,,,,0.859375,0.9375,0.9375,833906,pdfsam-alternate-mix/src/main/java/org/pdfsam/alternatemix/AlternateMixModule.java,144,156,13,,60,2,1,833907,pdfsam-split-by-bookmarks/src/main/java/org/pdfsam/splitbybookmarks/SplitByBookmarksModule.java,162,174,13,,64,0,1
27364715,,,,0.859375,0.9375,0.9375,833906,pdfsam-alternate-mix/src/main/java/org/pdfsam/alternatemix/AlternateMixModule.java,144,156,13,,60,2,1,833908,pdfsam-simple-split/src/main/java/org/pdfsam/split/SplitModule.java,155,167,13,,64,0,1
27364780,,,,0.818182,0.87013,0.87013,833992,pdfsam-fx/src/main/java/org/pdfsam/ui/selection/multiple/SelectionTable.java,334,345,12,,77,0,0,833994,pdfsam-fx/src/main/java/org/pdfsam/ui/io/BrowsableDirectoryField.java,94,105,12,,72,0,1
24061977,,,,1,1,1,597357,pdfsam-core/src/main/java/org/pdfsam/support/CircularLinkedList.java,36,46,11,,43,2,0,597358,pdfsam-fx/src/main/java/org/pdfsam/ui/support/CircularObservableList.java,40,50,11,,43,2,0
24259580,,,,0.802632,0.815789,0.815789,681696,pdfsam-fx/src/main/java/org/pdfsam/ui/commons/ValidableTextField.java,194,196,3,,76,0,0,681698,pdfsam-fx/src/main/java/org/pdfsam/ui/selection/single/SingleSelectionPane.java,216,218,3,,65,0,0
24259579,,,,0.828947,0.855263,0.855263,681696,pdfsam-fx/src/main/java/org/pdfsam/ui/commons/ValidableTextField.java,194,196,3,,76,0,0,681697,pdfsam-fx/src/main/java/org/pdfsam/ui/selection/multiple/SelectionTable.java,434,436,3,,69,0,0
24259535,,,,0.972973,1,1,681638,pdfsam-gui/src/main/java/org/pdfsam/ui/dashboard/preference/PreferenceCheckBox.java,40,47,8,,74,0,2,681639,pdfsam-gui/src/main/java/org/pdfsam/ui/dashboard/preference/PreferenceRadioButton.java,39,46,8,,74,0,2
24061963,,,,1,1,1,597334,pdfsam-merge/src/main/java/org/pdfsam/merge/MergeModule.java,146,155,10,,66,2,0,597336,pdfsam-rotate/src/main/java/org/pdfsam/rotate/RotateModule.java,159,168,10,,66,2,0
21512809,,,,0.693878,0.857143,0.857143,495224,pdfsam-extract/src/main/java/org/pdfsam/extract/ExtractModule.java,107,113,7,,49,1,0,495225,pdfsam-merge/src/main/java/org/pdfsam/merge/MergeModule.java,96,101,6,,42,1,0
24061962,,,,1,1,1,597334,pdfsam-merge/src/main/java/org/pdfsam/merge/MergeModule.java,146,155,10,,66,2,0,597335,pdfsam-alternate-mix/src/main/java/org/pdfsam/alternatemix/AlternateMixModule.java,157,166,10,,66,2,0
24259577,,,,0.868132,0.879121,0.879121,681693,pdfsam-extract/src/main/java/org/pdfsam/extract/ExtractSelectionPane.java,54,62,9,,91,0,2,681695,pdfsam-rotate/src/main/java/org/pdfsam/rotate/RotateSelectionPane.java,61,69,9,,86,0,2
24259576,,,,0.703297,0.714286,0.714286,681693,pdfsam-extract/src/main/java/org/pdfsam/extract/ExtractSelectionPane.java,54,62,9,,91,0,2,681694,pdfsam-merge/src/main/java/org/pdfsam/merge/MergeSelectionPane.java,62,70,9,,67,0,2
24259563,,,,0.964706,1,1,681670,pdfsam-simple-split/src/main/java/org/pdfsam/split/SplitByEveryRadioButton.java,104,114,11,,85,0,1,681671,pdfsam-split-by-size/src/main/java/org/pdfsam/splitbysize/SplitBySizeParametersBuilder.java,40,50,11,,85,1,1
28820977,,,,0.327434,0.548673,0.548673,1276738,pdfsam-core/src/main/java/org/pdfsam/ui/workspace/SaveWorkspaceEvent.java,74,84,11,,78,1,0,1276739,pdfsam-fx/src/main/java/org/pdfsam/ui/selection/multiple/ReverseColumn.java,42,56,15,,113,1,0
27364710,,,,0.875,0.9,0.9,833900,pdfsam-alternate-mix/src/main/java/org/pdfsam/alternatemix/AlternateMixModule.java,157,171,15,,80,1,3,833901,pdfsam-split-by-bookmarks/src/main/java/org/pdfsam/splitbybookmarks/SplitByBookmarksModule.java,177,190,14,,72,0,3
27364712,,,,0.875,0.9,0.9,833900,pdfsam-alternate-mix/src/main/java/org/pdfsam/alternatemix/AlternateMixModule.java,157,171,15,,80,1,3,833903,pdfsam-split-by-size/src/main/java/org/pdfsam/splitbysize/SplitBySizeModule.java,168,181,14,,72,1,3
