id,type1simline,type2simline,type3simline,type1simtok,type2simtok,type3simtok,fragment1,path,startline,endline,lines,prettylines,tokens,functions_intersected,unmatched_braces,fragment2,path,startline,endline,lines,prettylines,tokens,functions_intersected,unmatched_braces
17718986,,,,0.482353,0.588235,0.588235,403396,src/core/org/luaj/vm2/WeakTable.java,307,318,12,,59,1,0,403511,src/jse/org/luaj/vm2/lib/jse/CoerceLuaToJava.java,233,244,12,,85,1,0
24202686,,,,0.88172,0.892473,0.892473,651651,src/core/org/luaj/vm2/LuaClosure.java,147,152,6,,83,1,2,651652,src/core/org/luaj/vm2/LuaClosure.java,158,163,6,,93,1,2
24202515,,,,0.972603,1,1,651499,examples/android/src/android/LuajView.java,50,60,11,,73,1,0,651500,examples/android/src/android/LuajView.java,64,74,11,,73,1,0
17719130,,,,0.909091,1,1,403586,src/jse/org/luaj/vm2/parser/LuaParser.java,1571,1577,7,,33,1,0,403587,src/jse/org/luaj/vm2/parser/LuaParser.java,1541,1547,7,,33,1,0
17718992,,,,0.487805,0.780488,0.780488,403515,src/core/org/luaj/vm2/Varargs.java,654,659,6,,41,1,0,403516,src/jse/org/luaj/vm2/lib/jse/JseProcess.java,105,110,6,,32,1,0
24202603,,,,0.971014,1,1,651560,src/jse/org/luaj/vm2/parser/LuaParserTokenManager.java,253,264,12,,69,1,2,651561,src/jse/org/luaj/vm2/parser/LuaParserTokenManager.java,1639,1650,12,,69,1,2
17719248,,,,0.407407,0.592593,0.592593,403634,src/jse/org/luaj/vm2/parser/LuaParserTokenManager.java,367,374,8,,21,1,0,403635,src/jse/org/luaj/vm2/parser/SimpleCharStream.java,152,160,9,,27,1,0
17719131,,,,0.666667,0.733333,0.733333,403586,src/jse/org/luaj/vm2/parser/LuaParser.java,1571,1577,7,,33,1,0,403588,src/jse/org/luaj/vm2/parser/LuaParser.java,1539,1548,10,,45,1,0
17719043,,,,0.883721,0.906977,0.906977,403515,src/core/org/luaj/vm2/Varargs.java,654,659,6,,41,1,0,403532,src/core/org/luaj/vm2/Varargs.java,667,672,6,,43,1,0
17719250,,,,0.904762,1,1,403634,src/jse/org/luaj/vm2/parser/LuaParserTokenManager.java,367,374,8,,21,1,0,403636,src/jse/org/luaj/vm2/parser/LuaParserTokenManager.java,394,401,8,,21,1,0
17718993,,,,0.4,0.654545,0.654545,403515,src/core/org/luaj/vm2/Varargs.java,654,659,6,,41,1,0,403517,src/core/org/luaj/vm2/lib/DebugLib.java,667,673,7,,55,1,0
28678355,,,,0.560976,0.829268,0.829268,403515,src/core/org/luaj/vm2/Varargs.java,654,659,6,,41,1,0,1260279,src/core/org/luaj/vm2/compiler/LexState.java,770,775,6,,41,1,0
17719629,,,,0.638298,0.723404,0.723404,403762,examples/jse/CollectingOrphanedCoroutines.java,34,51,18,,47,1,0,403763,examples/maven/src/main/java/acme/App.java,13,24,12,,34,1,0
17719617,,,,0.658174,0.704883,0.704883,403684,src/jse/org/luaj/vm2/parser/LuaParserTokenManager.java,1335,1432,98,,471,1,0,403755,src/jse/org/luaj/vm2/parser/LuaParserTokenManager.java,1446,1522,77,,365,1,0
17719615,,,,0.658174,0.70913,0.70913,403684,src/jse/org/luaj/vm2/parser/LuaParserTokenManager.java,1335,1432,98,,471,1,0,403754,src/jse/org/luaj/vm2/parser/LuaParserTokenManager.java,1439,1523,85,,398,1,0
28678353,,,,0.95471,0.95471,0.95471,1260276,src/core/org/luaj/vm2/lib/OsLib.java,144,199,56,,552,1,0,1260277,src/core/org/luaj/vm2/lib/OsLib.java,145,196,52,,527,1,1
24202592,,,,0.970588,1,1,651549,src/core/org/luaj/vm2/LuaClosure.java,267,270,4,,68,1,0,651552,src/core/org/luaj/vm2/LuaClosure.java,279,282,4,,68,1,0
17719564,,,,0.823529,0.823529,0.823529,403728,src/core/org/luaj/vm2/compiler/Constants.java,145,150,6,,68,1,0,403740,src/core/org/luaj/vm2/compiler/Constants.java,170,175,6,,60,1,0
24202591,,,,0.970588,1,1,651549,src/core/org/luaj/vm2/LuaClosure.java,267,270,4,,68,1,0,651551,src/core/org/luaj/vm2/LuaClosure.java,275,278,4,,68,1,0
17719542,,,,0.941176,1,1,403728,src/core/org/luaj/vm2/compiler/Constants.java,145,150,6,,68,1,0,403729,src/core/org/luaj/vm2/compiler/Constants.java,156,161,6,,68,1,0
17719559,,,,0.823529,0.823529,0.823529,403728,src/core/org/luaj/vm2/compiler/Constants.java,145,150,6,,68,1,0,403739,src/core/org/luaj/vm2/compiler/Constants.java,163,168,6,,60,1,0
17719589,,,,0.823529,0.823529,0.823529,403728,src/core/org/luaj/vm2/compiler/Constants.java,145,150,6,,68,1,0,403741,src/core/org/luaj/vm2/compiler/Constants.java,177,182,6,,60,1,0
24202593,,,,0.970588,1,1,651549,src/core/org/luaj/vm2/LuaClosure.java,267,270,4,,68,1,0,651553,src/core/org/luaj/vm2/LuaClosure.java,283,286,4,,68,1,0
24202590,,,,0.970588,1,1,651549,src/core/org/luaj/vm2/LuaClosure.java,267,270,4,,68,1,0,651550,src/core/org/luaj/vm2/LuaClosure.java,271,274,4,,68,1,0
17718990,,,,0.638298,0.829787,0.829787,403405,src/core/org/luaj/vm2/LuaString.java,236,241,6,,47,1,0,403515,src/core/org/luaj/vm2/Varargs.java,654,659,6,,41,1,0
17718998,,,,0.425532,0.680851,0.680851,403405,src/core/org/luaj/vm2/LuaString.java,236,241,6,,47,1,0,403516,src/jse/org/luaj/vm2/lib/jse/JseProcess.java,105,110,6,,32,1,0
17719020,,,,0.638298,0.808511,0.808511,403405,src/core/org/luaj/vm2/LuaString.java,236,241,6,,47,1,0,403532,src/core/org/luaj/vm2/Varargs.java,667,672,6,,43,1,0
17719582,,,,0.454545,0.745455,0.745455,403405,src/core/org/luaj/vm2/LuaString.java,236,241,6,,47,1,0,403517,src/core/org/luaj/vm2/lib/DebugLib.java,667,673,7,,55,1,0
17718909,,,,0.382979,0.595745,0.595745,403405,src/core/org/luaj/vm2/LuaString.java,236,241,6,,47,1,0,403435,src/jse/org/luaj/vm2/luajc/BasicBlock.java,81,86,6,,30,1,0
17718875,,,,0.791667,1,1,403393,src/core/org/luaj/vm2/lib/IoLib.java,339,344,6,,48,1,0,403394,src/core/org/luaj/vm2/lib/IoLib.java,347,352,6,,48,1,0
28678359,,,,0.87395,0.87395,0.87395,1260284,src/core/org/luaj/vm2/compiler/LexState.java,1651,1665,15,,119,1,0,1260285,src/core/org/luaj/vm2/compiler/LexState.java,1652,1664,13,,104,1,0
17719551,,,,0.1875,0.291667,0.291667,403393,src/core/org/luaj/vm2/lib/IoLib.java,339,344,6,,48,1,0,403737,src/core/org/luaj/vm2/LuaTable.java,1298,1303,6,,21,1,1
24202682,,,,0.825397,0.888889,0.888889,651647,src/jse/org/luaj/vm2/luajc/ProtoInfo.java,206,211,6,,63,1,0,651649,src/jse/org/luaj/vm2/luajc/ProtoInfo.java,363,368,6,,60,1,0
24202681,,,,0.825397,0.888889,0.888889,651647,src/jse/org/luaj/vm2/luajc/ProtoInfo.java,206,211,6,,63,1,0,651648,src/jse/org/luaj/vm2/luajc/ProtoInfo.java,213,218,6,,60,1,0
17719014,,,,0.918919,1,1,403459,src/jse/org/luaj/vm2/ast/NameResolver.java,55,61,7,,37,1,0,403526,src/jse/org/luaj/vm2/ast/NameResolver.java,63,69,7,,37,1,0
17719313,,,,0.599585,0.738589,0.738589,403670,src/jse/org/luaj/vm2/parser/LuaParserTokenManager.java,533,605,73,,482,1,0,403671,src/jse/org/luaj/vm2/parser/LuaParserTokenManager.java,607,663,57,,401,1,0
