357,382,26,26,1,1,0,26,1,1,1,1,26,26,26,26,0,0,0,0,2,1,1,182,182,182,182,0,0
1012,1031,13,20,0.1428571429,0.2380952381,7,16.5,0.4038461538,0.5833333333,0.0952380952,0.4038461538,14,21,14,21,7,0,0,0,3,2,1,156,144,144,156,12,0
784,790,7,7,1,1,0,7,1,1,1,1,7,7,7,7,0,0,0,0,2,1,1,101,101,101,101,0,0
322,343,22,22,1,1,0,22,1,1,1,1,22,22,22,22,0,0,0,0,2,1,1,154,154,154,154,0,0
97,103,7,7,0.875,1,0,7,0.9852941176,1,1,1,8,8,8,8,0,1,1,2,2,1,1,68,68,68,68,0,1
113,120,8,8,0.375,0.75,0,8,0.4210526316,0.5438596491,0.5,0.4385964912,8,8,8,8,0,0,0,0,2,1,1,57,41,41,57,16,0
432,455,24,24,1,1,0,24,1,1,1,1,24,24,24,24,0,0,0,0,2,1,1,168,168,168,168,0,1
222,272,51,51,1,1,0,51,1,1,1,1,48,48,48,48,0,1,1,2,4,2,2,322,322,322,322,0,1
474,483,10,10,1,1,0,10,1,1,1,1,11,11,11,11,0,0,0,0,2,1,1,78,78,78,78,0,1
405,419,15,15,0.6666666667,0.6666666667,0,15,0.9428571429,0.9428571429,0.6666666667,0.9428571429,15,15,15,15,0,0,0,0,2,1,1,99,105,99,105,6,1
163,172,10,10,0.9,1,0,10,0.9677419355,1,1,1,10,10,10,10,0,0,0,0,2,1,1,62,62,62,62,0,1
54,65,12,12,1,1,0,12,1,1,1,1,12,12,12,12,0,0,0,0,2,1,1,79,79,79,79,0,1
970,989,20,21,0.7619047619,0.8571428571,1,20.5,0.7967914439,0.871657754,0.2857142857,0.7272727273,21,20,20,21,1,0,0,0,2,1,1,187,170,170,187,17,1
128,144,17,17,0.7368421053,1,0,17,0.9537572254,1,1,1,19,19,19,19,0,1,1,2,2,1,1,173,173,173,173,0,1
753,759,7,7,0.5714285714,1,0,7,0.9436619718,1,1,1,7,7,7,7,0,1,1,2,2,1,1,71,71,71,71,0,1
113,124,12,12,1,1,0,12,1,1,1,1,12,12,12,12,0,0,0,0,2,1,1,67,67,67,67,0,1
82,92,11,11,0.6363636364,1,0,11,0.8641975309,1,1,1,11,11,11,11,0,0,0,0,2,1,1,81,81,81,81,0,0
204,208,5,5,0.2,0.8,0,5,0.7157894737,0.9473684211,0.8,0.8947368421,5,5,5,5,0,0,0,0,2,1,1,93,95,93,95,2,1
87,103,17,17,1,1,0,17,1,1,1,1,17,17,17,17,0,0,0,0,2,1,1,144,144,144,144,0,1
88,106,19,19,0.5789473684,0.8947368421,0,19,0.8159509202,0.8588957055,0.3157894737,0.6748466258,19,19,19,19,0,0,0,0,2,1,1,163,148,148,163,15,1
619,627,9,9,1,1,0,9,1,1,1,1,10,10,10,10,0,0,0,0,2,1,1,78,78,78,78,0,1
382,392,11,12,0.5833333333,0.9166666667,1,11.5,0.9017857143,0.9375,0.3333333333,0.7767857143,12,11,11,12,1,0,0,0,2,1,1,112,105,105,112,7,1
16,26,11,11,0.9230769231,0.9230769231,0,11,0.9924242424,0.9924242424,0.9230769231,0.9924242424,13,13,13,13,0,1,1,2,2,1,1,132,132,132,132,0,1
409,437,29,29,1,1,0,29,1,1,1,1,29,29,29,29,0,2,2,4,2,1,1,266,266,266,266,0,1
468,485,18,18,0.3333333333,0.9444444444,0,18,0.7621621622,0.9675675676,0.3888888889,0.8162162162,18,18,18,18,0,0,0,0,2,1,1,185,179,179,185,6,1
647,672,26,26,0.8518518519,0.962962963,0,26,0.9651741294,0.9850746269,0.7407407407,0.9004975124,27,27,27,27,0,1,1,2,4,2,2,201,198,198,201,3,1
132,152,21,21,0.9545454545,0.9545454545,0,21,0.9818181818,0.9818181818,0.9545454545,0.9818181818,22,22,22,22,0,0,0,0,2,1,1,165,162,162,165,3,1
151,161,11,11,0,0,0,11,0.25,0.5416666667,0,0.4166666667,6,6,6,6,0,0,0,0,0,0,0,18,24,18,24,6,0
493,504,12,14,0.5,0.8571428571,2,13,0.7862068966,0.8206896552,0.5714285714,0.8,14,12,12,14,2,0,0,0,2,1,1,145,119,119,145,26,1
528,543,16,18,0.3888888889,0.7222222222,2,17,0.7336956522,0.8369565217,0.2777777778,0.6739130435,18,16,16,18,2,0,0,0,2,1,1,184,157,157,184,27,1
646,655,10,11,0.5384615385,0.7692307692,1,10.5,0.8131868132,0.9010989011,0.2307692308,0.6703296703,13,12,12,13,1,0,0,0,2,1,1,91,86,86,91,5,0
1454,1459,6,6,0.8,1,0,6,0.9791666667,1,1,1,5,5,5,5,0,1,1,2,2,1,1,48,48,48,48,0,1
446,458,13,15,0.8125,0.8125,2,14,0.9761904762,0.9761904762,0.8125,0.9761904762,16,14,14,16,2,0,0,0,2,1,1,84,82,82,84,2,1
579,587,9,9,0.4444444444,1,0,9,0.8775510204,1,1,1,9,9,9,9,0,0,0,0,2,1,1,49,49,49,49,0,1
67,78,12,14,0.7142857143,0.8571428571,2,13,0.8068181818,0.8295454545,0.4285714286,0.6704545455,14,12,12,14,2,0,0,0,2,1,1,88,73,73,88,15,1
145,151,7,7,0.625,0.875,0,7,0.8421052632,0.8947368421,0.375,0.6578947368,8,8,8,8,0,1,1,2,2,1,1,68,76,68,76,8,1
81,89,9,9,0.8888888889,0.8888888889,0,9,0.9880952381,0.9880952381,0.8888888889,0.9880952381,9,9,9,9,0,0,0,0,2,1,1,84,83,83,84,1,1
1,49,41,49,0.9761904762,0.9761904762,8,45,0.9884057971,0.9884057971,0.9761904762,0.9884057971,41,42,41,42,1,0,1,1,0,0,0,341,345,341,345,4,0
379,454,76,77,0.8939393939,0.9848484848,1,76.5,0.9477434679,0.9976247031,0.6818181818,0.9501187648,66,65,65,66,1,1,0,1,2,1,1,421,420,420,421,1,1
591,598,8,8,1,1,0,8,1,1,1,1,8,8,8,8,0,0,0,0,2,1,1,93,93,93,93,0,1
32,51,20,21,0.619047619,0.8095238095,1,20.5,0.7567567568,0.8378378378,0.380952381,0.722972973,21,20,20,21,1,0,0,0,2,1,1,148,133,133,148,15,1
138,152,15,15,0.5882352941,0.8823529412,0,15,0.8484848485,0.903030303,0.2352941176,0.6484848485,17,17,17,17,0,0,0,0,2,1,1,149,165,149,165,16,1
209,218,7,10,0.1,0.2,3,8.5,0.4181818182,0.6363636364,0.1,0.4727272727,7,10,7,10,3,1,0,1,2,1,1,50,55,50,55,5,0
413,448,36,36,1,1,0,36,1,1,1,1,38,38,38,38,0,0,0,0,2,1,1,349,349,349,349,0,1
888,914,27,34,0.5294117647,0.7352941176,7,30.5,0.7380952381,0.8,0.3235294118,0.6428571429,34,27,27,34,7,0,0,0,2,1,1,210,175,175,210,35,1
1,63,63,63,1,1,0,63,1,1,1,1,57,57,57,57,0,0,0,0,0,0,0,545,545,545,545,0,1
343,348,6,6,0.8571428571,0.8571428571,0,6,0.976744186,0.976744186,0.8571428571,0.976744186,7,7,7,7,0,2,2,4,2,1,1,84,86,84,86,2,1
146,168,23,23,0.9130434783,0.9565217391,0,23,0.9307692308,0.9615384615,0.9565217391,0.9461538462,23,23,23,23,0,0,0,0,2,1,1,130,126,126,130,4,1
183,193,11,18,0.2,0.2,7,14.5,0.3333333333,0.5098039216,0.2,0.431372549,9,10,9,10,1,0,0,0,4,2,2,51,50,50,51,1,0
299,318,20,20,1,1,0,20,1,1,1,1,20,20,20,20,0,0,0,0,2,1,1,227,227,227,227,0,1
257,350,94,94,0.9848484848,0.9848484848,0,94,0.977086743,0.977086743,0.1060606061,0.682487725,66,66,66,66,0,1,1,2,2,1,1,597,611,597,611,14,1
667,685,18,19,0.8571428571,0.9047619048,1,18.5,0.8724832215,0.8926174497,0.7142857143,0.8187919463,20,21,20,21,1,0,0,0,2,1,1,137,149,137,149,12,1
383,482,100,100,1,1,0,100,1,1,1,1,111,111,111,111,0,0,0,0,2,1,1,1014,1014,1014,1014,0,1
13,34,18,22,0.8181818182,0.8181818182,4,20,0.8014184397,0.8014184397,0.7727272727,0.7943262411,18,22,18,22,4,0,0,0,2,1,1,113,141,113,141,28,1
509,520,12,12,1,1,0,12,1,1,1,1,13,13,13,13,0,0,0,0,2,1,1,123,123,123,123,0,1
88,104,17,17,0.6315789474,1,0,17,0.9421965318,1,1,1,19,19,19,19,0,1,1,2,2,1,1,173,173,173,173,0,1
700,712,13,13,0.8461538462,1,0,13,0.9385964912,1,1,1,13,13,13,13,0,0,0,0,2,1,1,114,114,114,114,0,1
831,840,10,10,0.5555555556,0.8888888889,0,10,0.8,0.9333333333,0.8888888889,0.9333333333,9,9,9,9,0,1,1,2,2,1,1,60,56,56,60,4,0
164,174,11,11,1,1,0,11,1,1,1,1,13,13,13,13,0,2,2,4,2,1,1,119,119,119,119,0,1
433,473,41,41,1,1,0,41,1,1,1,1,41,41,41,41,0,0,0,0,2,1,1,287,287,287,287,0,1
338,349,12,14,0.2857142857,0.3571428571,2,13,0.3723404255,0.5531914894,0.2857142857,0.4468085106,14,12,12,14,2,0,0,0,2,1,1,94,68,68,94,26,0
11,18,8,8,0.25,0.875,0,8,0.8448275862,0.9655172414,0.125,0.7931034483,8,8,8,8,0,0,0,0,0,0,0,56,58,56,58,2,0
1182,1201,18,20,0.3,0.9,2,19,0.824120603,0.9296482412,0.7,0.8994974874,18,20,18,20,2,0,0,0,2,1,1,185,199,185,199,14,1
53,166,114,114,0.9915966387,0.9915966387,0,114,0.9990749306,0.9990749306,0.9915966387,0.9990749306,119,119,119,119,0,0,0,0,2,1,1,1081,1081,1081,1081,0,1
77,88,12,12,0.9230769231,1,0,12,0.9902912621,1,1,1,13,13,13,13,0,1,1,2,2,1,1,103,103,103,103,0,1
58,60,3,3,0.3333333333,0.6666666667,0,3,0.9577464789,0.985915493,0,0.9295774648,3,3,3,3,0,0,0,0,2,1,1,71,70,70,71,1,1
836,852,17,18,0.3333333333,0.9444444444,1,17.5,0.827027027,0.9621621622,0.7222222222,0.9297297297,18,17,17,18,1,0,0,0,2,1,1,185,178,178,185,7,1
159,173,15,15,1,1,0,15,1,1,1,1,15,15,15,15,0,0,0,0,2,1,1,190,190,190,190,0,1
429,437,9,9,0.4444444444,0.7777777778,0,9,0.6181818182,0.7272727273,0.4444444444,0.6363636364,9,9,9,9,0,0,0,0,2,1,1,55,41,41,55,14,1
629,646,18,21,0.7391304348,0.7826086957,3,19.5,0.7951807229,0.813253012,0.347826087,0.656626506,23,20,20,23,3,0,0,0,2,1,1,166,137,137,166,29,1
243,258,16,17,0.3529411765,0.9411764706,1,16.5,0.8370786517,0.9606741573,0.7058823529,0.9269662921,17,16,16,17,1,0,0,0,2,1,1,178,171,171,178,7,1
363,375,11,13,0.5384615385,0.6153846154,2,12,0.7722772277,0.801980198,0.2307692308,0.6237623762,11,13,11,13,2,0,0,0,2,1,1,84,101,84,101,17,1
355,396,42,42,1,1,0,42,1,1,1,1,42,42,42,42,0,0,0,0,2,1,1,255,255,255,255,0,1
106,122,17,17,0.7368421053,1,0,17,0.9695121951,1,1,1,19,19,19,19,0,1,1,2,2,1,1,164,164,164,164,0,1
63,79,17,17,0.6470588235,0.7058823529,0,17,0.696,0.76,0.4117647059,0.64,17,17,17,17,0,0,0,0,2,1,1,108,125,108,125,17,1
